_id,Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
23768,2014,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Not applicable,1
23769,2014,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,17
23770,2014,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,5
23771,2014,Far Northern,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,1
23772,2014,Far Northern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
23773,2014,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,15
23774,2014,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
23775,2014,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,7
23776,2014,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
23777,2014,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Unrestrained,2
23778,2014,Far Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,4
23779,2014,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
23780,2014,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,2
23781,2014,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,7
23782,2014,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
23783,2014,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,1
23784,2014,Far Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
23785,2014,Far Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,2
23786,2014,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,4
23787,2014,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,23
23788,2014,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,11
23789,2014,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,6
23790,2014,Far Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Not Worn,1
23791,2014,Far Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,3
23792,2014,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
23793,2014,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,5
23794,2014,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,8
23795,2014,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
23796,2014,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,1
23797,2014,Far Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Not Worn,1
23798,2014,Far Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,3
23799,2014,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
23800,2014,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,15
23801,2014,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Not applicable,1
23802,2014,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,17
23803,2014,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,8
23804,2014,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,2
23805,2014,Far Northern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,5
23806,2014,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
23807,2014,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,10
23808,2014,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,1
23809,2014,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,11
23810,2014,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
23811,2014,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,1
23812,2014,Far Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,3
23813,2014,Far Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,9
23814,2014,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,9
23815,2014,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,8
23816,2014,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,1
23817,2014,Far Northern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,6
23818,2014,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,16
23819,2014,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,3
23820,2014,Far Northern,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,1
23821,2014,Far Northern,Hospitalised,75 and over,Male,Motorcyclist,Helmet Worn,1
23822,2014,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,7
23823,2014,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
23824,2014,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Unrestrained,1
23825,2014,Far Northern,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,1
23826,2014,Far Northern,Medically treated,0 to 16,Female,Motorcyclist,Helmet Not Worn,1
23827,2014,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,13
23828,2014,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
23829,2014,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,3
23830,2014,Far Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
23831,2014,Far Northern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,1
23832,2014,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,49
23833,2014,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,4
23834,2014,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,9
23835,2014,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,3
23836,2014,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,2
23837,2014,Far Northern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
23838,2014,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,26
23839,2014,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
23840,2014,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,1
23841,2014,Far Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,1
23842,2014,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,15
23843,2014,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,10
23844,2014,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,1
23845,2014,Far Northern,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,1
23846,2014,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,17
23847,2014,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
23848,2014,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,14
23849,2014,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
23850,2014,Far Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,6
23851,2014,Far Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,2
23852,2014,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Not applicable,2
23853,2014,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,12
23854,2014,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,6
23855,2014,Far Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,1
23856,2014,Far Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,1
23857,2014,Far Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,3
23858,2014,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,32
23859,2014,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,9
23860,2014,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,1
23861,2014,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Not applicable,1
23862,2014,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,14
23863,2014,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,6
23864,2014,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
23865,2014,Far Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,3
23866,2014,Far Northern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,4
23867,2014,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,20
23868,2014,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,7
23869,2014,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,1
23870,2014,Far Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,3
23871,2014,Far Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,5
23872,2014,Far Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,14
23873,2014,Far Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
23874,2014,Far Northern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,4
23875,2014,Far Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Not Worn,1
23876,2014,Far Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,3
23877,2014,Far Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,10
23878,2014,Far Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,4
23879,2014,Far Northern,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,2
23880,2014,Far Northern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,3
23881,2014,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,17
23882,2014,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,5
23883,2014,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Unrestrained,1
23884,2014,Far Northern,Medically treated,75 and over,Male,Bicyclist,Helmet Worn,2
23885,2014,Far Northern,Medically treated,75 and over,Male,Motorcyclist,Helmet Worn,1
23886,2014,Far Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,4
23887,2014,Far Northern,Medically treated,Unknown,Male,Vehicle Occupant,Restrained,1
23888,2014,Far Northern,Medically treated,17 to 24,Unknown,Vehicle Occupant,Restrained,1
23889,2014,Far Northern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restrained,3
23890,2014,Far Northern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,3
23891,2014,Far Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,2
23892,2014,Far Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
23893,2014,Far Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,10
23894,2014,Far Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,4
23895,2014,Far Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,4
23896,2014,Far Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
23897,2014,Far Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Unrestrained,1
23898,2014,Far Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Not applicable,1
23899,2014,Far Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,12
23900,2014,Far Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
23901,2014,Far Northern,Minor injury,40 to 49,Female,Bicyclist,Helmet Worn,1
23902,2014,Far Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,5
23903,2014,Far Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
23904,2014,Far Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,10
23905,2014,Far Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Unrestrained,1
23906,2014,Far Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,15
23907,2014,Far Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,10
23908,2014,Far Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,1
23909,2014,Far Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,3
23910,2014,Far Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
23911,2014,Far Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,1
23912,2014,Far Northern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,2
23913,2014,Far Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,10
23914,2014,Far Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,8
23915,2014,Far Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,5
23916,2014,Far Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,3
23917,2014,Far Northern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,1
23918,2014,Far Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,6
23919,2014,Far Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,4
23920,2014,Far Northern,Minor injury,40 to 49,Male,Bicyclist,Helmet Worn,2
23921,2014,Far Northern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,1
23922,2014,Far Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,6
23923,2014,Far Northern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,2
23924,2014,Far Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,7
23925,2014,Far Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,2
23926,2014,Far Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Unrestrained,1
23927,2014,Far Northern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,1
23928,2014,Far Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,8
23929,2014,North Coast,Fatality,0 to 16,Female,Vehicle Occupant,Unrestrained,2
23930,2014,North Coast,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,2
23931,2014,North Coast,Fatality,25 to 29,Female,Vehicle Occupant,Restrained,1
23932,2014,North Coast,Fatality,30 to 39,Female,Vehicle Occupant,Restrained,2
23933,2014,North Coast,Fatality,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
23934,2014,North Coast,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,1
23935,2014,North Coast,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
23936,2014,North Coast,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,1
23937,2014,North Coast,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,1
23938,2014,North Coast,Fatality,75 and over,Female,Vehicle Occupant,Restrained,2
23939,2014,North Coast,Fatality,0 to 16,Male,Vehicle Occupant,Restrained,1
23940,2014,North Coast,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
23941,2014,North Coast,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,2
23942,2014,North Coast,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
23943,2014,North Coast,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,1
23944,2014,North Coast,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
23945,2014,North Coast,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,2
23946,2014,North Coast,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
23947,2014,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,1
23948,2014,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
23949,2014,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,3
23950,2014,North Coast,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,1
23951,2014,North Coast,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
23952,2014,North Coast,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
23953,2014,North Coast,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,3
23954,2014,North Coast,Fatality,50 to 59,Male,Vehicle Occupant,Restrained,1
23955,2014,North Coast,Fatality,60 to 74,Male,Bicyclist,Helmet Worn,1
23956,2014,North Coast,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,1
23957,2014,North Coast,Fatality,60 to 74,Male,Vehicle Occupant,Not applicable,1
23958,2014,North Coast,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,4
23959,2014,North Coast,Fatality,75 and over,Male,Motorcyclist,Helmet Worn,1
23960,2014,North Coast,Fatality,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
23961,2014,North Coast,Hospitalised,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
23962,2014,North Coast,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Worn,1
23963,2014,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,35
23964,2014,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,5
23965,2014,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,1
23966,2014,North Coast,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,1
23967,2014,North Coast,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,5
23968,2014,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,131
23969,2014,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,16
23970,2014,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,2
23971,2014,North Coast,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,3
23972,2014,North Coast,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,42
23973,2014,North Coast,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,15
23974,2014,North Coast,Hospitalised,30 to 39,Female,Bicyclist,Helmet Worn,2
23975,2014,North Coast,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,4
23976,2014,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Not applicable,2
23977,2014,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,65
23978,2014,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,8
23979,2014,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,2
23980,2014,North Coast,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,4
23981,2014,North Coast,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,7
23982,2014,North Coast,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,64
23983,2014,North Coast,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,11
23984,2014,North Coast,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,3
23985,2014,North Coast,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,3
23986,2014,North Coast,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,5
23987,2014,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,60
23988,2014,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,6
23989,2014,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,1
23990,2014,North Coast,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,3
23991,2014,North Coast,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,3
23992,2014,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,66
23993,2014,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
23994,2014,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
23995,2014,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,29
23996,2014,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,3
23997,2014,North Coast,Hospitalised,Unknown,Female,Vehicle Occupant,Restrained,1
23998,2014,North Coast,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,7
23999,2014,North Coast,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,2
24000,2014,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,29
24001,2014,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
24002,2014,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,3
24003,2014,North Coast,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,3
24004,2014,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
24005,2014,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,22
24006,2014,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,115
24007,2014,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,21
24008,2014,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,6
24009,2014,North Coast,Hospitalised,25 to 29,Male,Bicyclist,Helmet Not Worn,1
24010,2014,North Coast,Hospitalised,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
24011,2014,North Coast,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,1
24012,2014,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
24013,2014,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,21
24014,2014,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,39
24015,2014,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,20
24016,2014,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,4
24017,2014,North Coast,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,4
24018,2014,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
24019,2014,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Use Not determined,2
24020,2014,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,30
24021,2014,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,52
24022,2014,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,19
24023,2014,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,3
24024,2014,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Helmet Not Worn,1
24025,2014,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,7
24026,2014,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,2
24027,2014,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Use Not determined,2
24028,2014,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,34
24029,2014,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,1
24030,2014,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,49
24031,2014,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,12
24032,2014,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,3
24033,2014,North Coast,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,7
24034,2014,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Not Worn,1
24035,2014,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
24036,2014,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,35
24037,2014,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,35
24038,2014,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,10
24039,2014,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,2
24040,2014,North Coast,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,7
24041,2014,North Coast,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Use Not determined,2
24042,2014,North Coast,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,26
24043,2014,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Not applicable,1
24044,2014,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,45
24045,2014,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,11
24046,2014,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,1
24047,2014,North Coast,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,3
24048,2014,North Coast,Hospitalised,75 and over,Male,Motorcyclist,Helmet Worn,3
24049,2014,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,30
24050,2014,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,7
24051,2014,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Unrestrained,3
24052,2014,North Coast,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,2
24053,2014,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,1
24054,2014,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,2
24055,2014,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,41
24056,2014,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,7
24057,2014,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,2
24058,2014,North Coast,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
24059,2014,North Coast,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,1
24060,2014,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,150
24061,2014,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,20
24062,2014,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,1
24063,2014,North Coast,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,2
24064,2014,North Coast,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
24065,2014,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,57
24066,2014,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,3
24067,2014,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,2
24068,2014,North Coast,Medically treated,30 to 39,Female,Bicyclist,Helmet Not Worn,1
24069,2014,North Coast,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,1
24070,2014,North Coast,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
24071,2014,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,92
