Crash_ID,Crash_Year,Crash_Severity,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Involving_Male_Driver_x,Involving_Female_Driver_x,Involving_Senior_Driver_60plus_x,Involving_Provisional_Driver_x,Involving_Overseas_Licensed_Driver_x,Involving_Young_Driver_16-24_x,Involving_Unlicensed_Driver_x,Primary_Reason_ID,Driver_Category_ID,Location_ID,Primary_Reason,Driver_Category,Location,Involving_Male_Driver_y,Involving_Female_Driver_y,Involving_Young_Driver_16-24_y,Involving_Senior_Driver_60plus_y,Involving_Provisional_Driver_y,Involving_Overseas_Licensed_Driver_y,Involving_Unlicensed_Driver_y,Count_Casualty_Fatality,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Count,Impact_Score
2881,2011,Medical treatment,35,0,0,40,1,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,Yes,Yes,No,Yes,No,Yes,0,Minor injury,40 to 49,Male,Vehicle Occupant,9,9
2882,2011,Medical treatment,1,0,0,1,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,3,2,3,Drink Driving,Senior,North Coast,Yes,Yes,Yes,Yes,No,No,No,0,Minor injury,50 to 59,Male,Bicyclist,1,1
2883,2011,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,Yes,Yes,Yes,Yes,No,No,0,Minor injury,50 to 59,Male,Bicyclist,1,1
2884,2011,Medical treatment,4,0,0,4,0,Yes,Yes,No,No,No,No,No,No,No,No,No,3,0,3,Drink Driving,NotCategorised,North Coast,No,No,No,No,No,No,No,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
2885,2011,Minor injury,320,0,0,0,364,No,No,No,No,No,Yes,No,No,No,No,No,0,1,3,Other Reasons,Female,North Coast,No,Yes,No,No,No,No,No,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
2886,2011,Minor injury,12,0,0,0,13,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1,3,3,Defective Vehicle,Unlicensed,North Coast,No,Yes,No,No,No,No,Yes,0,Minor injury,50 to 59,Male,Vehicle Occupant,20,20
2887,2011,Minor injury,5,0,0,0,5,No,No,Yes,No,No,Yes,No,No,Yes,No,No,4,7,3,Fatigued Driver,OverseasLicensed ,North Coast,No,Yes,No,No,No,Yes,No,0,Minor injury,50 to 59,Male,Vehicle Occupant,10,10
2888,2011,Minor injury,9,0,0,0,12,No,Yes,No,No,No,Yes,No,Yes,No,No,No,2,4,3,Driver Speed,Provisional,North Coast,No,Yes,No,No,Yes,No,No,0,Minor injury,50 to 59,Male,Vehicle Occupant,1,1
2889,2011,Minor injury,1,0,0,0,1,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,2,3,Driver Speed,Senior,North Coast,No,Yes,No,Yes,No,No,No,0,Minor injury,60 to 74,Male,Bicyclist,1,1
2890,2011,Minor injury,14,0,0,0,15,Yes,No,No,No,No,Yes,No,No,No,Yes,No,3,5,3,Drink Driving,Young_driver,North Coast,No,Yes,Yes,No,No,No,No,0,Minor injury,60 to 74,Male,Vehicle Occupant,19,19
2891,2011,Minor injury,3,0,0,0,3,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,Yes,No,No,No,Yes,0,Minor injury,60 to 74,Male,Vehicle Occupant,5,5
2892,2011,Fatal,8,8,2,0,1,No,No,No,No,No,Yes,No,No,Yes,Yes,No,0,7,4,Other Reasons,OverseasLicensed ,Northern,No,Yes,Yes,No,No,Yes,No,0,Minor injury,75 and over,Male,Vehicle Occupant,13,13
2893,2011,Fatal,1,1,0,0,0,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,No,Yes,Yes,No,Yes,No,No,0,Minor injury,75 and over,Male,Vehicle Occupant,2,2
2894,2011,Fatal,1,1,0,0,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,No,Yes,Yes,Yes,Yes,No,No,0,Minor injury,Unknown,Male,Bicyclist,3,3
2895,2011,Hospitalisation,284,0,345,32,13,No,No,No,No,Yes,No,No,No,No,No,No,0,6,4,Other Reasons,Male,Northern,Yes,No,No,No,No,No,No,0,Minor injury,Unknown,Male,Motorcyclist,1,1
2896,2011,Hospitalisation,13,0,20,10,0,No,No,No,Yes,Yes,No,No,No,No,No,Yes,1,3,4,Defective Vehicle,Unlicensed,Northern,Yes,No,No,No,No,No,Yes,0,Minor injury,Unknown,Male,Vehicle Occupant,1,1
2897,2011,Hospitalisation,13,0,19,5,0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,4,7,4,Fatigued Driver,OverseasLicensed ,Northern,Yes,No,No,No,No,Yes,No,0,Minor injury,Unknown,Male,Vehicle Occupant,2,2
2898,2011,Hospitalisation,10,0,11,3,1,No,Yes,No,No,Yes,No,No,Yes,No,No,No,2,4,4,Driver Speed,Provisional,Northern,Yes,No,No,No,Yes,No,No,0,Minor injury,Unknown,Unknown,Vehicle Occupant,2,2
2899,2011,Hospitalisation,30,0,42,1,0,Yes,No,No,No,Yes,No,Yes,No,No,No,No,3,2,4,Drink Driving,Senior,Northern,Yes,No,No,Yes,No,No,No,0,Fatality,17 to 24,Female,Vehicle Occupant,2,2
2900,2011,Hospitalisation,1,0,2,0,0,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,3,5,4,Drink Driving,Young_driver,Northern,Yes,No,Yes,No,No,No,No,0,Fatality,17 to 24,Female,Vehicle Occupant,1,1
2901,2011,Hospitalisation,5,0,5,0,0,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,3,3,4,Drink Driving,Unlicensed,Northern,Yes,No,Yes,No,No,No,Yes,0,Fatality,25 to 29,Female,Vehicle Occupant,1,1
2902,2011,Medical treatment,267,0,0,319,23,No,No,No,No,Yes,No,No,No,Yes,Yes,No,0,7,4,Other Reasons,OverseasLicensed ,Northern,Yes,No,Yes,No,No,Yes,No,0,Fatality,60 to 74,Female,Motorcyclist,1,1
2903,2011,Medical treatment,7,0,0,10,3,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,1,4,4,Defective Vehicle,Provisional,Northern,Yes,No,Yes,No,Yes,No,No,0,Fatality,17 to 24,Male,Vehicle Occupant,2,2
2904,2011,Medical treatment,6,0,0,7,1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4,4,4,Fatigued Driver,Provisional,Northern,Yes,No,Yes,No,Yes,Yes,No,0,Fatality,17 to 24,Male,Vehicle Occupant,3,3
2905,2011,Medical treatment,5,0,0,9,1,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2,2,4,Driver Speed,Senior,Northern,Yes,No,Yes,Yes,No,No,No,0,Fatality,25 to 29,Male,Vehicle Occupant,1,1
2906,2011,Medical treatment,9,0,0,9,0,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,Yes,No,Yes,Yes,Yes,No,No,0,Fatality,25 to 29,Male,Vehicle Occupant,1,1
2907,2011,Medical treatment,2,0,0,2,0,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,3,1,4,Drink Driving,Female,Northern,Yes,Yes,No,No,No,No,No,0,Fatality,30 to 39,Male,Vehicle Occupant,3,3
2908,2011,Minor injury,86,0,0,0,104,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,3,4,Other Reasons,Unlicensed,Northern,Yes,Yes,No,No,No,No,Yes,0,Fatality,40 to 49,Male,Motorcyclist,1,1
2909,2011,Minor injury,2,0,0,0,2,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,1,7,4,Defective Vehicle,OverseasLicensed ,Northern,Yes,Yes,No,No,No,Yes,No,0,Hospitalised,0 to 16,Female,Bicyclist,1,1
2910,2011,Minor injury,1,0,0,0,1,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,4,3,4,Fatigued Driver,Unlicensed,Northern,Yes,Yes,No,No,No,Yes,Yes,0,Hospitalised,0 to 16,Female,Vehicle Occupant,3,3
2911,2011,Minor injury,2,0,0,0,2,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,4,4,Driver Speed,Provisional,Northern,Yes,Yes,No,No,Yes,No,No,0,Hospitalised,0 to 16,Female,Vehicle Occupant,3,3
2912,2011,Minor injury,5,0,0,0,6,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,3,2,4,Drink Driving,Senior,Northern,Yes,Yes,No,Yes,No,No,No,0,Hospitalised,0 to 16,Female,Vehicle Occupant,4,4
2913,2011,Fatal,23,25,2,5,2,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,0,3,5,Other Reasons,Unlicensed,South Eastern,Yes,Yes,No,Yes,No,No,Yes,0,Hospitalised,17 to 24,Female,Motorcyclist,1,1
2914,2011,Fatal,1,1,1,1,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1,7,5,Defective Vehicle,OverseasLicensed ,South Eastern,Yes,Yes,No,Yes,No,Yes,No,0,Hospitalised,17 to 24,Female,Vehicle Occupant,18,18
2915,2011,Fatal,5,7,0,2,0,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,2,5,5,Driver Speed,Young_driver,South Eastern,Yes,Yes,Yes,No,No,No,No,0,Hospitalised,17 to 24,Female,Vehicle Occupant,4,4
2916,2011,Fatal,4,4,2,0,0,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,3,3,5,Drink Driving,Unlicensed,South Eastern,Yes,Yes,Yes,No,No,No,Yes,0,Hospitalised,17 to 24,Female,Vehicle Occupant,4,4
2917,2011,Fatal,5,7,11,1,0,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,3,7,5,Drink Driving,OverseasLicensed ,South Eastern,Yes,Yes,Yes,No,No,Yes,No,0,Hospitalised,25 to 29,Female,Bicyclist,1,1
2918,2011,Hospitalisation,708,0,850,114,69,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,0,4,5,Other Reasons,Provisional,South Eastern,Yes,Yes,Yes,No,Yes,No,No,0,Hospitalised,25 to 29,Female,Vehicle Occupant,8,8
2919,2011,Hospitalisation,11,0,15,1,1,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1,4,5,Defective Vehicle,Provisional,South Eastern,Yes,Yes,Yes,No,Yes,Yes,No,0,Hospitalised,25 to 29,Female,Vehicle Occupant,3,3
2920,2011,Hospitalisation,15,0,19,1,1,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,2,5,Fatigued Driver,Senior,South Eastern,Yes,Yes,Yes,Yes,No,No,No,0,Hospitalised,30 to 39,Female,Bicyclist,1,1
2921,2011,Hospitalisation,28,0,35,3,3,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,2,7,5,Driver Speed,OverseasLicensed ,South Eastern,Yes,Yes,Yes,Yes,No,Yes,No,0,Hospitalised,30 to 39,Female,Vehicle Occupant,16,16
2922,2011,Hospitalisation,1,0,2,0,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,4,5,Driver Speed,Provisional,South Eastern,Yes,Yes,Yes,Yes,Yes,No,No,0,Hospitalised,30 to 39,Female,Vehicle Occupant,1,1
2923,2011,Hospitalisation,80,0,111,15,9,Yes,No,No,No,No,No,No,No,No,No,No,3,0,5,Drink Driving,NotCategorised,South Eastern,No,No,No,No,No,No,No,1,Hospitalised,30 to 39,Female,Vehicle Occupant,1,4
2924,2011,Hospitalisation,8,0,9,2,0,Yes,Yes,No,No,No,Yes,No,No,No,No,No,3,1,5,Drink Driving,Female,South Eastern,No,Yes,No,No,No,No,No,6,Hospitalised,40 to 49,Female,Motorcyclist,1,19
2925,2011,Medical treatment,899,0,0,1080,90,No,No,No,No,No,Yes,Yes,No,No,No,No,0,2,5,Other Reasons,Senior,South Eastern,No,Yes,No,Yes,No,No,No,1,Hospitalised,40 to 49,Female,Motorcyclist,1,4
2926,2011,Medical treatment,17,0,0,21,2,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,1,4,5,Defective Vehicle,Provisional,South Eastern,No,Yes,Yes,No,Yes,No,No,2,Hospitalised,40 to 49,Female,Vehicle Occupant,17,23
2927,2011,Medical treatment,13,0,0,16,0,No,No,Yes,No,Yes,No,No,No,No,No,No,4,6,5,Fatigued Driver,Male,South Eastern,Yes,No,No,No,No,No,No,23,Hospitalised,40 to 49,Female,Vehicle Occupant,3,72
2928,2011,Medical treatment,20,0,0,23,3,No,Yes,No,No,Yes,No,No,Yes,No,No,No,2,4,5,Driver Speed,Provisional,South Eastern,Yes,No,No,No,Yes,No,No,1,Hospitalised,40 to 49,Female,Vehicle Occupant,5,8
2929,2011,Medical treatment,28,0,0,35,1,Yes,No,No,No,Yes,No,Yes,No,No,No,No,3,2,5,Drink Driving,Senior,South Eastern,Yes,No,No,Yes,No,No,No,10,Hospitalised,50 to 59,Female,Vehicle Occupant,16,46
2930,2011,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,3,3,5,Drink Driving,Unlicensed,South Eastern,Yes,No,No,Yes,No,No,Yes,1,Hospitalised,50 to 59,Female,Vehicle Occupant,1,4
2931,2011,Medical treatment,7,0,0,8,1,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,3,5,5,Drink Driving,Young_driver,South Eastern,Yes,No,Yes,No,No,No,No,8,Hospitalised,60 to 74,Female,Motorcyclist,1,25
2932,2011,Minor injury,358,0,0,0,420,No,No,No,No,Yes,No,No,No,No,Yes,Yes,0,3,5,Other Reasons,Unlicensed,South Eastern,Yes,No,Yes,No,No,No,Yes,2,Hospitalised,60 to 74,Female,Vehicle Occupant,9,15
2933,2011,Minor injury,6,0,0,0,6,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,1,7,5,Defective Vehicle,OverseasLicensed ,South Eastern,Yes,No,Yes,No,No,Yes,No,1,Hospitalised,60 to 74,Female,Vehicle Occupant,1,4
2934,2011,Minor injury,4,0,0,0,4,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,4,4,5,Fatigued Driver,Provisional,South Eastern,Yes,No,Yes,No,Yes,No,No,11,Hospitalised,75 and over,Female,Vehicle Occupant,4,37
2935,2011,Minor injury,8,0,0,0,10,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2,2,5,Driver Speed,Senior,South Eastern,Yes,No,Yes,Yes,No,No,No,1,Hospitalised,Unknown,Female,Motorcyclist,1,4
2936,2011,Minor injury,1,0,0,0,2,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,2,4,5,Driver Speed,Provisional,South Eastern,Yes,No,Yes,Yes,Yes,No,No,1,Hospitalised,0 to 16,Male,Bicyclist,4,7
2937,2011,Minor injury,11,0,0,0,11,Yes,No,No,No,Yes,Yes,No,No,No,No,No,3,1,5,Drink Driving,Female,South Eastern,Yes,Yes,No,No,No,No,No,8,Hospitalised,0 to 16,Male,Motorcyclist,1,25
2938,2011,Minor injury,1,0,0,0,1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,3,2,5,Drink Driving,Senior,South Eastern,Yes,Yes,No,Yes,No,No,No,6,Hospitalised,0 to 16,Male,Vehicle Occupant,3,21
2939,2011,Minor injury,2,0,0,0,2,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,5,Drink Driving,Young_driver,South Eastern,Yes,Yes,Yes,No,No,No,No,3,Hospitalised,0 to 16,Male,Vehicle Occupant,1,10
2940,2011,Fatal,24,28,14,1,4,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,0,4,6,Other Reasons,Provisional,Southern,Yes,Yes,Yes,No,Yes,No,No,5,Hospitalised,0 to 16,Male,Vehicle Occupant,6,21
2941,2011,Fatal,3,5,3,0,1,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,1,2,6,Defective Vehicle,Senior,Southern,Yes,Yes,Yes,Yes,No,No,No,1,Hospitalised,17 to 24,Male,Bicyclist,1,4
2942,2011,Fatal,4,4,1,0,1,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,4,3,6,Fatigued Driver,Unlicensed,Southern,Yes,Yes,Yes,Yes,No,No,Yes,1,Hospitalised,17 to 24,Male,Bicyclist,2,5
2943,2011,Fatal,1,1,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,2,0,6,Driver Speed,NotCategorised,Southern,No,No,No,No,No,No,No,0,Hospitalised,17 to 24,Male,Motorcyclist,1,1
2944,2011,Fatal,7,7,0,1,0,Yes,No,No,No,No,Yes,No,No,No,No,No,3,1,6,Drink Driving,Female,Southern,No,Yes,No,No,No,No,No,0,Hospitalised,17 to 24,Male,Motorcyclist,1,1
2945,2011,Fatal,5,10,1,0,0,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,3,6,Drink Driving,Unlicensed,Southern,No,Yes,No,No,No,No,Yes,0,Hospitalised,17 to 24,Male,Motorcyclist,14,14
2946,2011,Hospitalisation,542,0,651,74,55,No,No,No,No,No,Yes,No,No,Yes,No,No,0,7,6,Other Reasons,OverseasLicensed ,Southern,No,Yes,No,No,No,Yes,No,0,Hospitalised,17 to 24,Male,Vehicle Occupant,28,28
2947,2011,Hospitalisation,21,0,28,4,0,No,No,No,Yes,No,Yes,Yes,No,No,No,No,1,2,6,Defective Vehicle,Senior,Southern,No,Yes,No,Yes,No,No,No,0,Hospitalised,17 to 24,Male,Vehicle Occupant,9,9
2948,2011,Hospitalisation,25,0,32,1,1,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,4,7,6,Fatigued Driver,OverseasLicensed ,Southern,No,Yes,No,Yes,No,Yes,No,0,Hospitalised,17 to 24,Male,Vehicle Occupant,13,13
2949,2011,Hospitalisation,24,0,42,1,0,No,Yes,No,No,No,Yes,No,No,No,Yes,No,2,5,6,Driver Speed,Young_driver,Southern,No,Yes,Yes,No,No,No,No,0,Hospitalised,25 to 29,Male,Motorcyclist,3,3
2950,2011,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,2,4,6,Driver Speed,Provisional,Southern,No,Yes,Yes,No,Yes,No,No,0,Hospitalised,25 to 29,Male,Vehicle Occupant,5,5
2951,2011,Hospitalisation,57,0,63,8,5,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,3,4,6,Drink Driving,Provisional,Southern,No,Yes,Yes,No,Yes,Yes,No,0,Hospitalised,25 to 29,Male,Vehicle Occupant,3,3
2952,2011,Hospitalisation,4,0,5,0,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,3,2,6,Drink Driving,Senior,Southern,No,Yes,Yes,Yes,No,No,No,0,Hospitalised,25 to 29,Male,Vehicle Occupant,5,5
2953,2011,Hospitalisation,4,0,5,0,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,4,6,Drink Driving,Provisional,Southern,No,Yes,Yes,Yes,Yes,No,No,0,Hospitalised,30 to 39,Male,Bicyclist,2,2
2954,2011,Medical treatment,515,0,0,601,63,No,No,No,No,Yes,No,No,No,No,No,No,0,6,6,Other Reasons,Male,Southern,Yes,No,No,No,No,No,No,0,Hospitalised,30 to 39,Male,Motorcyclist,14,14
2955,2011,Medical treatment,8,0,0,9,3,No,No,No,Yes,Yes,No,No,No,No,No,Yes,1,3,6,Defective Vehicle,Unlicensed,Southern,Yes,No,No,No,No,No,Yes,0,Hospitalised,30 to 39,Male,Vehicle Occupant,12,12
2956,2011,Medical treatment,8,0,0,8,0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,4,7,6,Fatigued Driver,OverseasLicensed ,Southern,Yes,No,No,No,No,Yes,No,0,Hospitalised,30 to 39,Male,Vehicle Occupant,8,8
2957,2011,Medical treatment,18,0,0,22,5,No,Yes,No,No,Yes,No,No,Yes,No,No,No,2,4,6,Driver Speed,Provisional,Southern,Yes,No,No,No,Yes,No,No,0,Hospitalised,30 to 39,Male,Vehicle Occupant,4,4
2958,2011,Medical treatment,17,0,0,22,0,Yes,No,No,No,Yes,No,Yes,No,No,No,No,3,2,6,Drink Driving,Senior,Southern,Yes,No,No,Yes,No,No,No,0,Hospitalised,40 to 49,Male,Motorcyclist,10,10
2959,2011,Medical treatment,1,0,0,1,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,No,No,Yes,No,No,Yes,0,Hospitalised,40 to 49,Male,Vehicle Occupant,7,7
2960,2011,Medical treatment,3,0,0,4,0,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,3,7,6,Drink Driving,OverseasLicensed ,Southern,Yes,No,No,Yes,No,Yes,No,0,Hospitalised,40 to 49,Male,Vehicle Occupant,3,3
2961,2011,Minor injury,239,0,0,0,281,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,0,3,6,Other Reasons,Unlicensed,Southern,Yes,No,No,Yes,No,Yes,Yes,0,Hospitalised,40 to 49,Male,Vehicle Occupant,2,2
2962,2011,Minor injury,6,0,0,0,8,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,4,6,Defective Vehicle,Provisional,Southern,Yes,No,No,Yes,Yes,No,No,0,Hospitalised,50 to 59,Male,Bicyclist,2,2
2963,2011,Minor injury,4,0,0,0,5,No,No,Yes,No,Yes,No,No,No,No,Yes,No,4,5,6,Fatigued Driver,Young_driver,Southern,Yes,No,Yes,No,No,No,No,0,Hospitalised,50 to 59,Male,Motorcyclist,1,1
2964,2011,Minor injury,6,0,0,0,7,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,2,3,6,Driver Speed,Unlicensed,Southern,Yes,No,Yes,No,No,No,Yes,0,Hospitalised,50 to 59,Male,Vehicle Occupant,6,6
2965,2011,Minor injury,2,0,0,0,2,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,2,7,6,Driver Speed,OverseasLicensed ,Southern,Yes,No,Yes,No,No,Yes,No,0,Hospitalised,50 to 59,Male,Vehicle Occupant,1,1
2966,2011,Minor injury,15,0,0,0,16,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,3,4,6,Drink Driving,Provisional,Southern,Yes,No,Yes,No,Yes,No,No,0,Hospitalised,50 to 59,Male,Vehicle Occupant,1,1
2967,2011,Minor injury,1,0,0,0,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,3,4,6,Drink Driving,Provisional,Southern,Yes,No,Yes,No,Yes,Yes,No,0,Hospitalised,60 to 74,Male,Bicyclist,1,1
2968,2012,Fatal,16,16,8,8,5,No,No,No,No,Yes,No,Yes,No,No,Yes,No,0,2,0,Other Reasons,Senior,Brisbane,Yes,No,Yes,Yes,No,No,No,0,Hospitalised,60 to 74,Male,Bicyclist,1,1
2969,2012,Fatal,7,7,2,3,0,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,2,4,0,Driver Speed,Provisional,Brisbane,Yes,No,Yes,Yes,Yes,No,No,0,Hospitalised,60 to 74,Male,Motorcyclist,4,4
2970,2012,Fatal,1,1,0,0,0,Yes,No,No,No,Yes,Yes,No,No,No,No,No,3,1,0,Drink Driving,Female,Brisbane,Yes,Yes,No,No,No,No,No,0,Hospitalised,60 to 74,Male,Vehicle Occupant,8,8
2971,2012,Hospitalisation,1256,0,1436,123,130,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,3,0,Other Reasons,Unlicensed,Brisbane,Yes,Yes,No,No,No,No,Yes,0,Hospitalised,60 to 74,Male,Vehicle Occupant,2,2
2972,2012,Hospitalisation,25,0,32,4,4,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,1,7,0,Defective Vehicle,OverseasLicensed ,Brisbane,Yes,Yes,No,No,No,Yes,No,0,Hospitalised,75 and over,Male,Vehicle Occupant,1,1
2973,2012,Hospitalisation,27,0,37,2,1,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,4,4,0,Fatigued Driver,Provisional,Brisbane,Yes,Yes,No,No,Yes,No,No,0,Medically treated,0 to 16,Female,Bicyclist,3,3
2974,2012,Hospitalisation,1,0,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,2,0,Fatigued Driver,Senior,Brisbane,Yes,Yes,No,Yes,No,No,No,0,Medically treated,0 to 16,Female,Vehicle Occupant,12,12
2975,2012,Hospitalisation,36,0,47,2,2,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,2,3,0,Driver Speed,Unlicensed,Brisbane,Yes,Yes,No,Yes,No,No,Yes,0,Medically treated,0 to 16,Female,Vehicle Occupant,1,1
2976,2012,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,2,7,0,Driver Speed,OverseasLicensed ,Brisbane,Yes,Yes,No,Yes,No,Yes,No,0,Medically treated,0 to 16,Female,Vehicle Occupant,1,1
2977,2012,Hospitalisation,69,0,93,8,6,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,3,5,0,Drink Driving,Young_driver,Brisbane,Yes,Yes,Yes,No,No,No,No,0,Medically treated,17 to 24,Female,Bicyclist,1,1
2978,2012,Hospitalisation,1,0,1,0,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,Yes,Yes,Yes,No,No,No,Yes,0,Medically treated,17 to 24,Female,Motorcyclist,4,4
2979,2012,Hospitalisation,7,0,9,0,1,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,3,7,0,Drink Driving,OverseasLicensed ,Brisbane,Yes,Yes,Yes,No,No,Yes,No,0,Medically treated,17 to 24,Female,Vehicle Occupant,33,33
2980,2012,Medical treatment,1748,0,0,2035,156,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,0,4,0,Other Reasons,Provisional,Brisbane,Yes,Yes,Yes,No,Yes,No,No,0,Medically treated,17 to 24,Female,Vehicle Occupant,5,5
2981,2012,Medical treatment,15,0,0,19,0,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1,3,0,Defective Vehicle,Unlicensed,Brisbane,Yes,Yes,Yes,No,Yes,No,Yes,0,Medically treated,17 to 24,Female,Vehicle Occupant,4,4
2982,2012,Medical treatment,11,0,0,12,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,0,Fatigued Driver,Provisional,Brisbane,Yes,Yes,Yes,No,Yes,Yes,No,0,Medically treated,25 to 29,Female,Bicyclist,1,1
2983,2012,Medical treatment,22,0,0,26,0,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,2,2,0,Driver Speed,Senior,Brisbane,Yes,Yes,Yes,Yes,No,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,10,10
2984,2012,Medical treatment,1,0,0,3,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,2,4,0,Driver Speed,Provisional,Brisbane,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,2,2
2985,2012,Medical treatment,26,0,0,30,2,Yes,No,No,No,No,No,No,No,No,No,No,3,0,0,Drink Driving,NotCategorised,Brisbane,No,No,No,No,No,No,No,0,Medically treated,25 to 29,Female,Vehicle Occupant,2,2
