_id,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
11873,2010,Southern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,4,0,0,5,0,5
11874,2010,Southern,Medical treatment,Yes,Yes,No,No,No,No,No,44,0,0,48,6,54
11875,2010,Southern,Medical treatment,Yes,Yes,No,No,No,No,Yes,3,0,0,5,0,5
11876,2010,Southern,Medical treatment,Yes,Yes,No,No,Yes,No,No,3,0,0,4,1,5
11877,2010,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,No,28,0,0,33,3,36
11878,2010,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,2,0,0,5,0,5
11879,2010,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,No,18,0,0,25,4,29
11880,2010,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,5,0,0,5,0,5
11881,2010,Southern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,35,0,0,50,7,57
11882,2010,Southern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,6,0,0,7,0,7
11883,2010,Southern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,1,0,0,1,0,1
11884,2010,Southern,Minor injury,No,No,No,No,No,No,No,4,0,0,0,4,4
11885,2010,Southern,Minor injury,No,Yes,No,No,No,No,No,38,0,0,0,48,48
11886,2010,Southern,Minor injury,No,Yes,No,No,Yes,No,No,1,0,0,0,1,1
11887,2010,Southern,Minor injury,No,Yes,No,Yes,No,No,No,8,0,0,0,8,8
11888,2010,Southern,Minor injury,No,Yes,Yes,No,No,No,No,7,0,0,0,7,7
11889,2010,Southern,Minor injury,No,Yes,Yes,No,No,No,Yes,1,0,0,0,1,1
11890,2010,Southern,Minor injury,No,Yes,Yes,No,Yes,No,No,7,0,0,0,9,9
11891,2010,Southern,Minor injury,No,Yes,Yes,Yes,No,No,No,1,0,0,0,1,1
11892,2010,Southern,Minor injury,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,1,1
11893,2010,Southern,Minor injury,Yes,No,No,No,No,No,No,58,0,0,0,61,61
11894,2010,Southern,Minor injury,Yes,No,No,No,No,No,Yes,3,0,0,0,3,3
11895,2010,Southern,Minor injury,Yes,No,No,No,Yes,No,No,6,0,0,0,7,7
11896,2010,Southern,Minor injury,Yes,No,No,Yes,No,No,No,18,0,0,0,20,20
11897,2010,Southern,Minor injury,Yes,No,No,Yes,No,No,Yes,1,0,0,0,1,1
11898,2010,Southern,Minor injury,Yes,No,Yes,No,No,No,No,21,0,0,0,23,23
11899,2010,Southern,Minor injury,Yes,No,Yes,No,No,No,Yes,6,0,0,0,7,7
11900,2010,Southern,Minor injury,Yes,No,Yes,No,Yes,No,No,22,0,0,0,25,25
11901,2010,Southern,Minor injury,Yes,No,Yes,Yes,No,No,No,3,0,0,0,3,3
11902,2010,Southern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,2,0,0,0,2,2
11903,2010,Southern,Minor injury,Yes,Yes,No,No,No,No,No,35,0,0,0,48,48
11904,2010,Southern,Minor injury,Yes,Yes,No,No,Yes,No,No,5,0,0,0,5,5
11905,2010,Southern,Minor injury,Yes,Yes,No,Yes,No,No,No,20,0,0,0,25,25
11906,2010,Southern,Minor injury,Yes,Yes,No,Yes,No,No,Yes,2,0,0,0,2,2
11907,2010,Southern,Minor injury,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,2,2
11908,2010,Southern,Minor injury,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
11909,2010,Southern,Minor injury,Yes,Yes,Yes,No,No,No,No,9,0,0,0,11,11
11910,2010,Southern,Minor injury,Yes,Yes,Yes,No,No,No,Yes,2,0,0,0,2,2
11911,2010,Southern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,22,0,0,0,26,26
11912,2010,Southern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,2,0,0,0,2,2
11913,2010,Southern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,3,0,0,0,5,5
11914,2010,Southern,Property damage only,No,No,No,No,No,No,No,25,0,0,0,0,0
11915,2010,Southern,Property damage only,No,Yes,No,No,No,No,No,109,0,0,0,0,0
11916,2010,Southern,Property damage only,No,Yes,No,No,No,No,Yes,6,0,0,0,0,0
11917,2010,Southern,Property damage only,No,Yes,No,No,Yes,No,No,10,0,0,0,0,0
11918,2010,Southern,Property damage only,No,Yes,No,Yes,No,No,No,42,0,0,0,0,0
11919,2010,Southern,Property damage only,No,Yes,No,Yes,No,No,Yes,3,0,0,0,0,0
11920,2010,Southern,Property damage only,No,Yes,Yes,No,No,No,No,35,0,0,0,0,0
11921,2010,Southern,Property damage only,No,Yes,Yes,No,No,No,Yes,3,0,0,0,0,0
11922,2010,Southern,Property damage only,No,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
11923,2010,Southern,Property damage only,No,Yes,Yes,No,Yes,No,No,73,0,0,0,0,0
11924,2010,Southern,Property damage only,No,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
11925,2010,Southern,Property damage only,No,Yes,Yes,Yes,No,No,No,4,0,0,0,0,0
11926,2010,Southern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,6,0,0,0,0,0
11927,2010,Southern,Property damage only,Yes,No,No,No,No,No,No,282,0,0,0,0,0
11928,2010,Southern,Property damage only,Yes,No,No,No,No,No,Yes,19,0,0,0,0,0
11929,2010,Southern,Property damage only,Yes,No,No,No,No,Yes,No,4,0,0,0,0,0
11930,2010,Southern,Property damage only,Yes,No,No,No,Yes,No,No,17,0,0,0,0,0
11931,2010,Southern,Property damage only,Yes,No,No,Yes,No,No,No,105,0,0,0,0,0
11932,2010,Southern,Property damage only,Yes,No,No,Yes,No,No,Yes,1,0,0,0,0,0
11933,2010,Southern,Property damage only,Yes,No,No,Yes,Yes,No,No,1,0,0,0,0,0
11934,2010,Southern,Property damage only,Yes,No,Yes,No,No,No,No,118,0,0,0,0,0
11935,2010,Southern,Property damage only,Yes,No,Yes,No,No,No,Yes,11,0,0,0,0,0
11936,2010,Southern,Property damage only,Yes,No,Yes,No,No,Yes,No,1,0,0,0,0,0
11937,2010,Southern,Property damage only,Yes,No,Yes,No,Yes,No,No,153,0,0,0,0,0
11938,2010,Southern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,2,0,0,0,0,0
11939,2010,Southern,Property damage only,Yes,No,Yes,Yes,No,No,No,14,0,0,0,0,0
11940,2010,Southern,Property damage only,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,0,0
11941,2010,Southern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,13,0,0,0,0,0
11942,2010,Southern,Property damage only,Yes,Yes,No,No,No,No,No,96,0,0,0,0,0
11943,2010,Southern,Property damage only,Yes,Yes,No,No,No,No,Yes,3,0,0,0,0,0
11944,2010,Southern,Property damage only,Yes,Yes,No,No,No,Yes,No,2,0,0,0,0,0
11945,2010,Southern,Property damage only,Yes,Yes,No,No,Yes,No,No,4,0,0,0,0,0
11946,2010,Southern,Property damage only,Yes,Yes,No,Yes,No,No,No,90,0,0,0,0,0
11947,2010,Southern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
11948,2010,Southern,Property damage only,Yes,Yes,Yes,No,No,No,No,48,0,0,0,0,0
11949,2010,Southern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,5,0,0,0,0,0
11950,2010,Southern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
11951,2010,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,91,0,0,0,0,0
11952,2010,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,4,0,0,0,0,0
11953,2010,Southern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,19,0,0,0,0,0
11954,2010,Southern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,14,0,0,0,0,0
11955,2010,Unknown,Property damage only,No,No,No,No,No,No,No,4,0,0,0,0,0
11956,2010,Unknown,Property damage only,No,Yes,No,No,No,No,No,3,0,0,0,0,0
11957,2010,Unknown,Property damage only,No,Yes,No,Yes,No,No,No,1,0,0,0,0,0
11958,2010,Unknown,Property damage only,No,Yes,Yes,No,No,No,No,2,0,0,0,0,0
11959,2010,Unknown,Property damage only,Yes,No,No,No,No,No,No,13,0,0,0,0,0
11960,2010,Unknown,Property damage only,Yes,No,No,Yes,No,No,No,3,0,0,0,0,0
11961,2010,Unknown,Property damage only,Yes,No,Yes,No,No,No,No,4,0,0,0,0,0
11962,2010,Unknown,Property damage only,Yes,Yes,No,No,No,No,No,1,0,0,0,0,0
11963,2010,Unknown,Property damage only,Yes,Yes,Yes,No,No,No,No,5,0,0,0,0,0
11964,2011,Brisbane,Fatal,No,Yes,No,No,No,No,No,2,2,0,0,0,2
11965,2011,Brisbane,Fatal,No,Yes,No,Yes,No,No,No,1,1,1,1,0,3
11966,2011,Brisbane,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,2,0,0,3
11967,2011,Brisbane,Fatal,Yes,No,No,No,No,No,No,14,14,1,0,3,18
11968,2011,Brisbane,Fatal,Yes,No,No,Yes,No,No,No,1,1,1,0,0,2
11969,2011,Brisbane,Fatal,Yes,No,Yes,No,No,No,No,3,3,4,1,0,8
11970,2011,Brisbane,Fatal,Yes,No,Yes,No,Yes,No,No,1,1,0,0,0,1
11971,2011,Brisbane,Fatal,Yes,Yes,No,No,No,No,No,1,1,0,0,0,1
11972,2011,Brisbane,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,1,0,0,2
11973,2011,Brisbane,Fatal,Yes,Yes,Yes,No,No,No,No,1,2,5,0,0,7
11974,2011,Brisbane,Fatal,Yes,Yes,Yes,No,Yes,No,No,2,3,0,1,0,4
11975,2011,Brisbane,Hospitalisation,No,No,No,No,No,No,No,27,0,27,1,3,31
11976,2011,Brisbane,Hospitalisation,No,Yes,No,No,No,No,No,144,0,161,15,11,187
11977,2011,Brisbane,Hospitalisation,No,Yes,No,No,No,No,Yes,7,0,9,0,0,9
11978,2011,Brisbane,Hospitalisation,No,Yes,No,No,No,Yes,No,1,0,1,0,0,1
11979,2011,Brisbane,Hospitalisation,No,Yes,No,No,Yes,No,No,9,0,9,0,3,12
11980,2011,Brisbane,Hospitalisation,No,Yes,No,Yes,No,No,No,52,0,64,4,2,70
11981,2011,Brisbane,Hospitalisation,No,Yes,Yes,No,No,No,No,38,0,41,2,6,49
11982,2011,Brisbane,Hospitalisation,No,Yes,Yes,No,No,No,Yes,4,0,7,0,0,7
11983,2011,Brisbane,Hospitalisation,No,Yes,Yes,No,Yes,No,No,43,0,45,7,7,59
11984,2011,Brisbane,Hospitalisation,No,Yes,Yes,No,Yes,No,Yes,1,0,1,0,0,1
11985,2011,Brisbane,Hospitalisation,No,Yes,Yes,Yes,No,No,No,1,0,2,0,0,2
11986,2011,Brisbane,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,4,0,6,0,0,6
11987,2011,Brisbane,Hospitalisation,Yes,No,No,No,No,No,No,317,0,346,31,26,403
11988,2011,Brisbane,Hospitalisation,Yes,No,No,No,No,No,Yes,21,0,22,2,1,25
11989,2011,Brisbane,Hospitalisation,Yes,No,No,No,No,Yes,No,1,0,1,0,0,1
11990,2011,Brisbane,Hospitalisation,Yes,No,No,No,Yes,No,No,12,0,15,3,0,18
11991,2011,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,No,96,0,109,5,7,121
11992,2011,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,Yes,1,0,1,0,0,1
11993,2011,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,No,99,0,115,9,5,129
11994,2011,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,Yes,24,0,34,4,3,41
11995,2011,Brisbane,Hospitalisation,Yes,No,Yes,No,No,Yes,No,8,0,10,1,1,12
11996,2011,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,No,No,84,0,98,13,3,114
11997,2011,Brisbane,Hospitalisation,Yes,No,Yes,Yes,No,No,No,9,0,10,2,2,14
11998,2011,Brisbane,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,2,0,2,1,0,3
11999,2011,Brisbane,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,7,0,10,2,5,17
12000,2011,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,No,125,0,145,21,11,177
12001,2011,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,Yes,3,0,4,0,1,5
12002,2011,Brisbane,Hospitalisation,Yes,Yes,No,No,No,Yes,No,3,0,6,1,2,9
12003,2011,Brisbane,Hospitalisation,Yes,Yes,No,No,Yes,No,No,8,0,10,4,2,16
12004,2011,Brisbane,Hospitalisation,Yes,Yes,No,No,Yes,No,Yes,1,0,1,0,0,1
12005,2011,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,No,73,0,84,19,13,116
12006,2011,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,2,0,2,2,0,4
12007,2011,Brisbane,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
12008,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,No,69,0,87,9,5,101
12009,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,8,0,12,4,3,19
12010,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,Yes,No,3,0,3,0,2,5
12011,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,56,0,73,18,8,99
12012,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,1,0,1,0,0,1
12013,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,12,0,17,0,0,17
12014,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,2,0,0,2
12015,2011,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,15,0,25,2,0,27
12016,2011,Brisbane,Medical treatment,No,No,No,No,No,No,No,29,0,0,29,1,30
12017,2011,Brisbane,Medical treatment,No,Yes,No,No,No,No,No,182,0,0,218,21,239
12018,2011,Brisbane,Medical treatment,No,Yes,No,No,No,No,Yes,6,0,0,10,0,10
12019,2011,Brisbane,Medical treatment,No,Yes,No,No,No,Yes,No,4,0,0,5,0,5
12020,2011,Brisbane,Medical treatment,No,Yes,No,No,Yes,No,No,8,0,0,8,2,10
12021,2011,Brisbane,Medical treatment,No,Yes,No,Yes,No,No,No,46,0,0,53,2,55
12022,2011,Brisbane,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
12023,2011,Brisbane,Medical treatment,No,Yes,No,Yes,Yes,No,No,1,0,0,1,0,1
12024,2011,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,No,58,0,0,67,4,71
12025,2011,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,Yes,3,0,0,5,1,6
12026,2011,Brisbane,Medical treatment,No,Yes,Yes,No,No,Yes,No,1,0,0,1,0,1
12027,2011,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,No,No,60,0,0,69,5,74
12028,2011,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,Yes,No,1,0,0,1,0,1
12029,2011,Brisbane,Medical treatment,No,Yes,Yes,Yes,No,No,No,4,0,0,6,0,6
12030,2011,Brisbane,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,3,0,0,3,0,3
12031,2011,Brisbane,Medical treatment,Yes,No,No,No,No,No,No,324,0,0,361,14,375
12032,2011,Brisbane,Medical treatment,Yes,No,No,No,No,No,Yes,14,0,0,15,1,16
12033,2011,Brisbane,Medical treatment,Yes,No,No,No,No,Yes,No,5,0,0,5,0,5
12034,2011,Brisbane,Medical treatment,Yes,No,No,No,No,Yes,Yes,1,0,0,1,0,1
12035,2011,Brisbane,Medical treatment,Yes,No,No,No,Yes,No,No,12,0,0,13,0,13
12036,2011,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,No,84,0,0,101,7,108
12037,2011,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,Yes,4,0,0,6,1,7
12038,2011,Brisbane,Medical treatment,Yes,No,No,Yes,No,Yes,No,1,0,0,1,1,2
12039,2011,Brisbane,Medical treatment,Yes,No,No,Yes,Yes,No,No,2,0,0,2,0,2
12040,2011,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,No,90,0,0,104,8,112
12041,2011,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,Yes,10,0,0,12,0,12
12042,2011,Brisbane,Medical treatment,Yes,No,Yes,No,No,Yes,No,5,0,0,6,1,7
12043,2011,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,No,89,0,0,102,4,106
12044,2011,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,2,0,0,3,1,4
12045,2011,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,Yes,No,1,0,0,1,0,1
12046,2011,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,No,No,9,0,0,9,2,11
12047,2011,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,No,Yes,1,0,0,1,0,1
12048,2011,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,Yes,No,1,0,0,1,0,1
12049,2011,Brisbane,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,7,0,0,13,0,13
12050,2011,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,No,269,0,0,324,43,367
12051,2011,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,Yes,11,0,0,11,2,13
12052,2011,Brisbane,Medical treatment,Yes,Yes,No,No,No,Yes,No,5,0,0,6,2,8
12053,2011,Brisbane,Medical treatment,Yes,Yes,No,No,Yes,No,No,13,0,0,15,1,16
12054,2011,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,No,104,0,0,126,10,136
12055,2011,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,4,0,0,4,0,4
12056,2011,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,Yes,No,1,0,0,1,0,1
12057,2011,Brisbane,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,3,0,0,4,2,6
12058,2011,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,No,129,0,0,152,10,162
12059,2011,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,9,0,0,13,1,14
12060,2011,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,3,0,0,3,0,3
12061,2011,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,112,0,0,144,18,162
12062,2011,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,1,0,1
12063,2011,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,21,0,0,25,3,28
12064,2011,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,2,0,0,2,0,2
12065,2011,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,Yes,No,1,0,0,1,0,1
12066,2011,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,20,0,0,23,2,25
12067,2011,Brisbane,Minor injury,No,No,No,No,No,No,No,10,0,0,0,10,10
12068,2011,Brisbane,Minor injury,No,Yes,No,No,No,No,No,66,0,0,0,75,75
12069,2011,Brisbane,Minor injury,No,Yes,No,No,No,No,Yes,4,0,0,0,4,4
12070,2011,Brisbane,Minor injury,No,Yes,No,Yes,No,No,No,14,0,0,0,18,18
12071,2011,Brisbane,Minor injury,No,Yes,Yes,No,No,No,No,18,0,0,0,21,21
12072,2011,Brisbane,Minor injury,No,Yes,Yes,No,No,No,Yes,1,0,0,0,1,1
12073,2011,Brisbane,Minor injury,No,Yes,Yes,No,No,Yes,No,4,0,0,0,4,4
12074,2011,Brisbane,Minor injury,No,Yes,Yes,No,Yes,No,No,21,0,0,0,25,25
12075,2011,Brisbane,Minor injury,No,Yes,Yes,Yes,No,No,No,3,0,0,0,3,3
12076,2011,Brisbane,Minor injury,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,1,1
12077,2011,Brisbane,Minor injury,Yes,No,No,No,No,No,No,137,0,0,0,151,151
12078,2011,Brisbane,Minor injury,Yes,No,No,No,No,No,Yes,4,0,0,0,5,5
12079,2011,Brisbane,Minor injury,Yes,No,No,No,No,Yes,No,1,0,0,0,2,2
12080,2011,Brisbane,Minor injury,Yes,No,No,No,Yes,No,No,4,0,0,0,4,4
12081,2011,Brisbane,Minor injury,Yes,No,No,Yes,No,No,No,52,0,0,0,66,66
12082,2011,Brisbane,Minor injury,Yes,No,No,Yes,No,No,Yes,2,0,0,0,4,4
12083,2011,Brisbane,Minor injury,Yes,No,Yes,No,No,No,No,32,0,0,0,36,36
12084,2011,Brisbane,Minor injury,Yes,No,Yes,No,No,No,Yes,7,0,0,0,9,9
12085,2011,Brisbane,Minor injury,Yes,No,Yes,No,No,Yes,No,1,0,0,0,1,1
12086,2011,Brisbane,Minor injury,Yes,No,Yes,No,Yes,No,No,38,0,0,0,42,42
12087,2011,Brisbane,Minor injury,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,1,1
12088,2011,Brisbane,Minor injury,Yes,No,Yes,Yes,No,No,No,5,0,0,0,5,5
12089,2011,Brisbane,Minor injury,Yes,No,Yes,Yes,Yes,No,No,5,0,0,0,5,5
12090,2011,Brisbane,Minor injury,Yes,Yes,No,No,No,No,No,99,0,0,0,119,119
12091,2011,Brisbane,Minor injury,Yes,Yes,No,No,No,Yes,No,2,0,0,0,2,2
12092,2011,Brisbane,Minor injury,Yes,Yes,No,No,Yes,No,No,3,0,0,0,3,3
12093,2011,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,No,37,0,0,0,50,50
12094,2011,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
12095,2011,Brisbane,Minor injury,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,1,1
12096,2011,Brisbane,Minor injury,Yes,Yes,No,Yes,Yes,No,No,2,0,0,0,2,2
12097,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,No,54,0,0,0,68,68
12098,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,Yes,7,0,0,0,9,9
12099,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,1,1
12100,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,No,No,56,0,0,0,76,76
12101,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,1,1
12102,2011,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,0,1,1
12103,2011,Brisbane,Minor injury,Yes,Yes,Yes,Yes,No,No,No,11,0,0,0,12,12
12104,2011,Brisbane,Minor injury,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,1,1
12105,2011,Brisbane,Minor injury,Yes,Yes,Yes,Yes,No,Yes,No,1,0,0,0,1,1
12106,2011,Brisbane,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,0,9,9
12107,2011,Brisbane,Minor injury,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,0,0,1,1
12108,2011,Central,Fatal,No,Yes,No,No,No,No,No,6,8,3,0,0,11
12109,2011,Central,Fatal,No,Yes,Yes,No,No,No,No,1,1,2,0,0,3
12110,2011,Central,Fatal,Yes,No,No,No,No,No,No,18,18,12,10,1,41
12111,2011,Central,Fatal,Yes,No,No,No,No,No,Yes,1,1,2,0,0,3
12112,2011,Central,Fatal,Yes,No,No,No,Yes,No,No,2,2,2,0,0,4
12113,2011,Central,Fatal,Yes,No,No,Yes,No,No,No,2,2,0,1,0,3
12114,2011,Central,Fatal,Yes,No,Yes,No,No,No,No,2,2,3,0,0,5
12115,2011,Central,Fatal,Yes,No,Yes,No,No,No,Yes,2,2,1,0,0,3
12116,2011,Central,Fatal,Yes,No,Yes,No,Yes,No,No,6,11,10,0,0,21
12117,2011,Central,Fatal,Yes,Yes,No,No,No,No,No,1,4,0,0,0,4
12118,2011,Central,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,0,0,0,1
12119,2011,Central,Fatal,Yes,Yes,Yes,No,No,No,No,2,3,1,0,0,4
12120,2011,Central,Fatal,Yes,Yes,Yes,Yes,Yes,No,No,1,1,4,0,0,5
12121,2011,Central,Hospitalisation,No,No,No,No,No,No,No,9,0,9,1,0,10
12122,2011,Central,Hospitalisation,No,Yes,No,No,No,No,No,64,0,74,8,3,85
12123,2011,Central,Hospitalisation,No,Yes,No,No,No,No,Yes,6,0,7,0,0,7
12124,2011,Central,Hospitalisation,No,Yes,No,Yes,No,No,No,14,0,16,1,0,17
12125,2011,Central,Hospitalisation,No,Yes,Yes,No,No,No,No,13,0,17,0,0,17
12126,2011,Central,Hospitalisation,No,Yes,Yes,No,No,No,Yes,1,0,2,0,0,2
12127,2011,Central,Hospitalisation,No,Yes,Yes,No,No,Yes,No,2,0,2,5,0,7
12128,2011,Central,Hospitalisation,No,Yes,Yes,No,Yes,No,No,29,0,35,6,1,42
12129,2011,Central,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,3,0,0,3
12130,2011,Central,Hospitalisation,Yes,No,No,No,No,No,No,171,0,184,11,6,201
12131,2011,Central,Hospitalisation,Yes,No,No,No,No,No,Yes,18,0,21,0,0,21
12132,2011,Central,Hospitalisation,Yes,No,No,No,No,Yes,No,1,0,1,0,0,1
12133,2011,Central,Hospitalisation,Yes,No,No,No,Yes,No,No,1,0,1,0,0,1
12134,2011,Central,Hospitalisation,Yes,No,No,Yes,No,No,No,45,0,58,9,2,69
12135,2011,Central,Hospitalisation,Yes,No,No,Yes,No,No,Yes,1,0,1,0,0,1
12136,2011,Central,Hospitalisation,Yes,No,No,Yes,No,Yes,No,1,0,1,0,1,2
12137,2011,Central,Hospitalisation,Yes,No,Yes,No,No,No,No,45,0,50,7,4,61
12138,2011,Central,Hospitalisation,Yes,No,Yes,No,No,No,Yes,6,0,10,2,0,12
12139,2011,Central,Hospitalisation,Yes,No,Yes,No,Yes,No,No,43,0,54,6,2,62
12140,2011,Central,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,1,0,1,0,0,1
12141,2011,Central,Hospitalisation,Yes,No,Yes,Yes,No,No,No,5,0,6,2,1,9
12142,2011,Central,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,1,0,1,0,0,1
12143,2011,Central,Hospitalisation,Yes,No,Yes,Yes,Yes,No,Yes,1,0,2,0,0,2
12144,2011,Central,Hospitalisation,Yes,Yes,No,No,No,No,No,29,0,35,6,0,41
12145,2011,Central,Hospitalisation,Yes,Yes,No,No,No,No,Yes,2,0,2,0,0,2
12146,2011,Central,Hospitalisation,Yes,Yes,No,No,No,Yes,No,2,0,3,0,1,4
12147,2011,Central,Hospitalisation,Yes,Yes,No,No,Yes,No,No,1,0,2,0,0,2
12148,2011,Central,Hospitalisation,Yes,Yes,No,Yes,No,No,No,19,0,21,2,3,26
12149,2011,Central,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
12150,2011,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,No,22,0,25,2,1,28
12151,2011,Central,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,2,0,2,0,0,2
